@id	name	short_name	old_name	date_started	population:pupils:2012	population:pupils:2015	isced:level	addr:region	addr:province	addr:town	addr:city	addr:borough	addr:housenumber	addr:street	addr:street:corner	addr:neighbourhood	addr:village	addr:hamlet	operator	latitude	longitude	hrslph100m	priority
109020	Balesin Elementary School			1960	135	159	0-1	Calabarzon	Quezon	Polillo							Balesin		Polillo District of Quezon Schools Division, Department of Education	14.42180689	122.0382036	true	medium
301314	Cometa National High School Annex			1991	468	468	2-3	Calabarzon	Quezon	Quezon							Barangay 4		Quezon District of Quezon Schools Division, Department of Education	14.007114	122.183772	true	medium
301368	Renato Edano Vicencio National High School		Pagsangahan National High School – Don Juan Vercelos Annex	1994	301	301	2-3	Calabarzon	Quezon	San Francisco							Don Juan Vercelos		San Francisco District of Quezon Schools Division, Department of Education	13.264483	122.514107	true	medium
109136	Viva Antipolo Elementary School			1990	218	257	0-1	Calabarzon	Quezon	San Francisco									San Francisco District of Quezon Schools Division, Department of Education	13.27838557	122.5227714	true	medium
109211	Mahinta Elementary School			1969	52	54	0-1	Calabarzon	Quezon	Tagkawayan									Tagkawayan District of Quezon Schools Division, Department of Education	13.72668	122.28402	true	medium
109283	San Isidro Elementary School			1964	385	438	0-1	Calabarzon	Quezon	Tiaong							San Isidro		Tiaong District of Quezon Schools Division, Department of Education	13.951995	121.345924	true	medium
301419	Bagong Nayon II National High School			2002	5067	5067	2	Calabarzon	Rizal		Antipolo					Padilla	Bagong Nayon		District I-A Antipolo City Schools Division, Department of Education	14.61802523	121.1862259	true	medium
109338	Peñafrancia Elementary School Annex			2002	413	463	0-1	Calabarzon	Rizal		Antipolo					Zone 7-A			District II-B Antipolo City Schools Division, Department of Education	14.62861111	121.1402778	true	medium
109358	San Antonio Village Elementary School			1986	2347	2602	0-1	Calabarzon	Rizal		Antipolo					San Antonio Village			District II-A Antipolo City Schools Division, Department of Education	14.57335408	121.1905256	true	medium
109310	Doña Justa Guido Memorial Elementary School			1980	1068	1166	1	Calabarzon	Rizal	Angono									Angono District of Rizal Schools Division, Department of Education	14.53263473	121.1615359	true	medium
301433	Carlos "Botong" Francisco Memorial National High School			1999	2365	2365	2-3	Calabarzon	Rizal	Angono						Grand Valley Phase 4			Angono District of Rizal Schools Division, Department of Education	14.54872267	121.1839917	true	medium
109369	Macamot Elementary School			1991	1327	1474	1	Calabarzon	Rizal	Binangonan							F. Cequena		Binangonan I District of Rizal Schools Division, Department of Education	14.48627476	121.197187	true	medium
109397	Exodus Elementary School			1994	3438	3828	1	Calabarzon	Rizal	Cainta						Block 16	Floodway		Cainta I District of Rizal Schools Division, Department of Education	14.55482668	121.1168845	true	medium
308111	Francisco P. Felix Memorial National High School – LTO Annex			2003	681	681	2	Calabarzon	Rizal	Cainta						Municipal Compound	LTO		Cainta I District of Rizal Schools Division, Department of Education	14.57944444	121.1144444	true	medium
109414	Eusebio Can Elementary School		Malanggam Primary School;malanggam Barrio School	1962	10	10	1	Calabarzon	Rizal	Cardona									Cardona District of Rizal Schools Division, Department of Education	14.37601717	121.2352993	true	medium
109423	Ticulio Elementary School			1958	184	222	1	Calabarzon	Rizal	Cardona				Cavite Street					Cardona District of Rizal Schools Division, Department of Education	14.42340908	121.2217502	true	medium
109479	San Rafael Elementary School			1965	3004	3282	1	Calabarzon	Rizal	Rodriguez				P. Street					Rodriguez I District of Rizal Schools Division, Department of Education	14.73202977	121.1583644	true	medium
109498	Alas-asin Elementary School			1971	183	210	1	Calabarzon	Rizal	Tanay								Alas-asin	Tanay II District of Rizal Schools Division, Department of Education	14.581591	121.420644	true	medium
109523	Santo Niño Elementary School			1969	221	249	1	Calabarzon	Rizal	Tanay				Sampaguita Street					Tanay II District of Rizal Schools Division, Department of Education	14.64934159	121.3575525	true	medium
301464	Tanay National High School			1989	2367	2383	2	Calabarzon	Rizal	Tanay				Sampaloc Road					Tanay I District of Rizal Schools Division, Department of Education	14.49816809	121.2927481	true	medium
308133	Laiban National High School			2011	104	104	2-3	Calabarzon	Rizal	Tanay									Tanay II District of Rizal Schools Division, Department of Education	14.590675	121.380274	true	medium
109535	Taytay Elementary School			1914	2369	2571	1	Calabarzon	Rizal	Taytay				L. Wood Street					Taytay I District of Rizal Schools Division, Department of Education	14.5721978	121.1370589	true	medium
308102	Benjamin B. Esguerra Memorial National High School			2004	1736	1736	2	Calabarzon	Rizal	Taytay				#14Camia Street					Taytay I District of Rizal Schools Division, Department of Education	14.566761	121.126372	true	medium
308116	Casimiro A. Ynares, Sr. Memorial National High School			2005	3433	3437	2	Calabarzon	Rizal	Taytay				Cabrera Road					Taytay I District of Rizal Schools Division, Department of Education	14.573824	121.147916	true	medium
132027	Ampayon Central Elementary School			1946	1786	1976	1	Caraga	Agusan del Norte		Butuan					Purok 2	Ampayon		East Butuan District I Butuan City Schools Division, Department of Education	8.963055556	125.605	true	medium
132122	Pareja Elementary School			1976	393	461	1	Caraga	Agusan del Norte		Butuan			3rd Street			Bayanihan		West Butuan District II Butuan City Schools Division, Department of Education	8.940277778	125.5222222	true	medium
317503	Basag Integrated Secondary School		Basag Iss	2009	196	196	2	Caraga	Agusan del Norte		Butuan					Humay A			East Butuan District I Butuan City Schools Division, Department of Education	8.932994	125.61498	true	medium
317514	La Soledad Integrated Secondary School			2009	182	182	2-3	Caraga	Agusan del Norte		Butuan					Purok 13			Central Butuan District I Butuan City Schools Division, Department of Education	8.859196	125.491682	true	medium
317517	Alviola Integrated Secondary School			2009	369	369	2-3	Caraga	Agusan del Norte		Butuan					Alviola Village			Central Butuan District I Butuan City Schools Division, Department of Education	8.952432	125.58771	true	medium
317522	Tagkiling Tribal Integrated Secondary School			2012	157	157	2-3	Caraga	Agusan del Norte		Butuan								Central Butuan District I Butuan City Schools Division, Department of Education	9.00895	125.68958	true	medium
317316	F.S. Omayana National High School		Buenavista National High School Annex	2009	169	169	2-3	Caraga	Agusan del Norte	Buenavista						Purok 2	Agong-ong		Buenavista II District of Agusan del Norte Schools Division, Department of Education	8.94479	125.461343	true	medium
131559	Malapong Elementary School			2000	245	296	1	Caraga	Agusan del Norte	Buenavista									Buenavista II District of Agusan del Norte Schools Division, Department of Education	8.945275	125.42524	true	medium
131437	Maraiging Elementary School			2000	106	118	0-1	Caraga	Agusan del Norte	Jabonga						Purok 1	Maraiging		Jabonga II District of Agusan del Norte Schools Division, Department of Education	9.364057	125.569794	true	medium
131441	San Pablo Elementary School			1936	186	220	1	Caraga	Agusan del Norte	Jabonga						Purok 2			Jabonga I District of Agusan del Norte Schools Division, Department of Education	9.369895	125.509216	true	medium
131505	Triangulo Elementary School			2008	242	277	1	Caraga	Agusan del Norte	Nasipit									Nasipit East District of Agusan del Norte Schools Division, Department of Education	8.973423	125.35315	true	medium
131537	Dona Telesfora Elementary School			1983	406	472	1	Caraga	Agusan del Norte	Santiago							San Isidro		Santiago District of Agusan del Norte Schools Division, Department of Education	9.157557	125.560827	true	medium
131598	Gethsemane Elementary School			1983	37	45	1	Caraga	Agusan del Sur		Bayugan						Gethsemane		Bayugan Central District of Bayugan City Schools Division, Department of Education	8.768776852	125.8216897	false	medium
131636	New Leyte Elementary School			1965	114	126	1	Caraga	Agusan del Sur		Bayugan					New Leyte	Santo Niño		Bayugan North District of Bayugan City Schools Division, Department of Education	8.8385719	125.79306	false	medium
131641	San Lorenzo Elementary School			1996	67	72	0-1	Caraga	Agusan del Sur		Bayugan					San Lorenzo	Santo Niño		Bayugan North District of Bayugan City Schools Division, Department of Education	8.839704834	125.7886121	false	medium
131645	Verdu Elementary School			1967	267	299	1	Caraga	Agusan del Sur		Bayugan					Purok 1	Verdu		Bayugan West District of Bayugan City Schools Division, Department of Education	8.724436501	125.7036118	true	medium
131634	Mount Ararat Elementary School			1991	139	167	1	Caraga	Agusan del Sur		Bayugan					Purok 2			Bayugan North District of Bayugan City Schools Division, Department of Education	8.837871851	125.81999	false	medium
131710	Makalindang Primary School			2008	42	48	1	Caraga	Agusan del Sur	Esperanza						Purok 2	San Jose		Esperanza II District of Agusan del Sur Schools Division, Department of Education	8.680984412	125.4949902	false	medium
131686	Remedios Elementary School			2002	325	365	1	Caraga	Agusan del Sur	Esperanza									Esperanza I District of Agusan del Sur Schools Division, Department of Education	8.668884872	125.6094459	true	medium
317405	Azpetia National High School			2002	425	425	2-3	Caraga	Agusan del Sur	Prosperidad						Purok 1	Azpetia		Prosperidad I District of Agusan del Sur Schools Division, Department of Education	8.639211	125.946678	true	medium
131787	San Roque Elementary School			1972	145	170	1	Caraga	Agusan del Sur	Prosperidad						Purok 1	San Roque		Prosperidad IV District of Agusan del Sur Schools Division, Department of Education	8.556392183	125.8469889	false	medium
304749	Santa Irene National High School			2000	691	691	2-3	Caraga	Agusan del Sur	Prosperidad						Purok 7			Prosperidad II District of Agusan del Sur Schools Division, Department of Education	8.670117843	125.8807921	true	medium
131842	Pudlosan Elementary School			1995	154	174	1	Caraga	Agusan del Sur	San Francisco						Purok 4	Borbon	Pudlosan	San Francisco III District of Agusan del Sur Schools Division, Department of Education	8.458619265	125.8561085	false	medium
131950	Galong-galong Primary School			1996	57	70	1	Caraga	Agusan del Sur	San Luis								Mempahao	San Luis II District of Agusan del Sur Schools Division, Department of Education	8.49017	125.723269	true	medium
131866	Dandanon Elementary School			1992	219	250	1	Caraga	Agusan del Sur	Sibagat								Dadanon	Sibagat II District of Agusan del Sur Schools Division, Department of Education	8.506673331	125.9783324	true	medium
131985	Mabini Elementary School			1974	92	105	1	Caraga	Agusan del Sur	Talacogon									Talacogon East District of Agusan del Sur Schools Division, Department of Education	8.432101205	125.8535884	true	medium
131992	Tuburan Elementary School			1975	95	109	1	Caraga	Agusan del Sur	Talacogon									Talacogon East District of Agusan del Sur Schools Division, Department of Education	8.445100373	125.8210885	true	medium
317432	Labnig National High School		Talacogon National High Schoollabnig Annex	2009	181	181	2-3	Caraga	Agusan del Sur	Talacogon						Purok 2			Talacogon East District of Agusan del Sur Schools Division, Department of Education	8.336071	125.823248	false	medium
317443	San Isidro National High School		Trento National High School – San Isidro Annex	2010	111	111	2-3	Caraga	Agusan del Sur	Trento		District 1					San Isidro		Trento II District of Agusan del Sur Schools Division, Department of Education	8.057169	126.143242	true	medium
132015	San Miguel Elementary School			2000	78	91	1	Caraga	Agusan del Sur	Trento								Maymayan	Trento I District of Agusan del Sur Schools Division, Department of Education	8.06333	126.191	false	medium
131901	Candiis Elementary School			2000	103	117	1	Caraga	Agusan del Sur	Veruela									Veruela II District of Agusan del Sur Schools Division, Department of Education	8.026930443	125.9563867	false	medium
131920	Santa Cruz Elementary School			2000	95	120	1	Caraga	Agusan del Sur	Veruela						Purok 2			Veruela II District of Agusan del Sur Schools Division, Department of Education	8.359738911	126.0152768	false	medium
132308	Bolodbolod Elementary School			2008-06-01	370	427	1	Caraga	Dinagat Islands	Libjo						Purok 1	General Aguinaldo		Albor District of Dinagat Island Schools Division, Department of Education	10.212219	125.554504	false	medium
132253	Manjagao Elementary School			1960	109	122	1	Caraga	Surigao del Norte		Surigao								District I Surigao City Schools Division, Department of Education	9.761231	125.6365	true	medium
132348	Hinatigan Elementary School			1990	30	31	1	Caraga	Surigao del Norte	Bacuag						Hinatigan	Poblacion		Bacuag District of Surigao del Norte Schools Division, Department of Education	9.618051	125.622783	true	medium
304821	Taganito National High School			1997	826	826	2-3	Caraga	Surigao del Norte	Claver							Taganito		Claver District of Surigao del Norte Schools Division, Department of Education	9.540649	125.824161	true	medium
132476	Pananay-an Elementary School			1935	107	122	0-1	Caraga	Surigao del Norte	Placer						Purok 2			Placer I District of Surigao del Norte Schools Division, Department of Education	9.616998	125.612122	true	medium
132201	Santa Paz Elementary School			2002	130	151	0-1	Caraga	Surigao del Norte	San Isidro				Purok 3, Bonono Street					San Isidro District of Siargao Schools Division, Department of Education	9.897538	126.060669	true	medium
317808	Dakung Patag National High School – Annex			2007-12-31	217	217	2-3	Caraga	Surigao del Norte	Sison							Upper Patag		Sison District of Surigao del Norte Schools Division, Department of Education	9.637173	125.517784	true	medium
132540	Fabio Elementary School			1952	37	39	0-1	Caraga	Surigao del Norte	Tagana-an									Tagana-An District of Surigao del Norte Schools Division, Department of Education	9.630966	125.563133	true	medium
132547	Salvacion Elementary School			1953	67	81	0-1	Caraga	Surigao del Norte	Tagana-an				468 Baron Street					Tagana-An District of Surigao del Norte Schools Division, Department of Education	9.665942	125.561172	true	medium
304892	Jacinto P. Elpa National High School		Tandag Provincial High School	1964	3451	3451	2	Caraga	Surigao del Sur		Tandag					Capitol Hills	Telaje		Tandag I District of Surigao del Sur Schools Division, Department of Education	9.067722385	126.1907581	true	medium
132677	Palasao Elementary School			1940	149	170	0-1	Caraga	Surigao del Sur	Cantilan						Purok 5	Palasao		Cantilan II District of Surigao del Sur Schools Division, Department of Education	9.315736756	125.9699914	false	medium
132703	Tabon-tabon Elementary School			1960	95	113	1	Caraga	Surigao del Sur	Carrascal									Carrascal District of Surigao del Sur Schools Division, Department of Education	9.33911318	125.9422246	true	medium
132723	Balbuena Elementary School			1978	124	140	1	Caraga	Surigao del Sur	Hinatuan						Mawis Island	Tidman		Hinatuan South District of Surigao del Sur Schools Division, Department of Education	8.30970842	126.3431867	false	medium
132731	Dreamland Primary School			2001	43	60	1	Caraga	Surigao del Sur	Hinatuan						Purok 5		Dreamland	Hinatuan North District of Surigao del Sur Schools Division, Department of Education	8.406579	126.349492	true	medium
132824	Madrid Central Elementary School			1929	715	845	0-1	Caraga	Surigao del Sur	Madrid				Urbiztondo Street					Madrid District of Surigao del Sur Schools Division, Department of Education	9.261896648	125.9669472	true	medium
132826	Manga Elementary School			1956	116	132	0-1	Caraga	Surigao del Sur	Madrid									Madrid District of Surigao del Sur Schools Division, Department of Education	9.257729881	125.9841692	true	medium
132846	Antipolo Elementary School			1988	209	246	1	Caraga	Surigao del Sur	Marihatag						Purok 1	Antipolo		Marihatag District of Surigao del Sur Schools Division, Department of Education	8.774739735	126.2795656	true	medium
306512	Obligacion Integrated School			2012	120	120	2	Central Luzon	Aurora	Baler							Sabang		Baler District of Aurora Schools Division, Department of Education	15.779617	121.527588	true	medium
300690	Lual National High School			1997	916	916	2-3	Central Luzon	Aurora	Casiguran							Lual		Casiguran District of Aurora Schools Division, Department of Education	16.263994	122.130096	true	medium
306507	Diarabasin National High School			2009	350	350	2	Central Luzon	Aurora	Dipaculao							Diarabasin		Dipaculao District of Aurora Schools Division, Department of Education	15.9675874	121.6165606	true	medium
306508	Rosauro R. Tangson, Sr. National High School			2010	150	150	2-3	Central Luzon	Aurora	San Luis							San Isidro		San Luis District of Aurora Schools Division, Department of Education	15.743891	121.499092	false	medium
323606	City of Malolos Integrated School – Santo Rosario		Malolos Elementary School	2012	1855	1855	2	Central Luzon	Bulacan		Malolos						Santo Rosario		South District Malolos City Schools Division, Department of Education	14.838902	120.813725	true	medium
105732	Tabulac Elementary School			1969	124	135	1	Central Luzon	Nueva Ecija		San Jose						Tabulac		West District San Jose City Schools Division, Department of Education	15.747929	121.003452	true	medium
105791	Bakal II Elementary School			1936	394	456	0-1	Central Luzon	Nueva Ecija	Talavera				Maharlika Highway					Talavera North District of Nueva Ecija Schools Division, Department of Education	15.69757	120.898842	true	medium
105801	Sampaloc Primary School			1968	213	241	0-1	Central Luzon	Nueva Ecija	Talavera									Talavera North District of Nueva Ecija Schools Division, Department of Education	15.587819	120.933228	true	medium
307606	City of San Fernando West Integrated High School		San Juan North Elementary School	2005	281	281	2-3	Central Luzon	Pampanga		San Fernando					Purok 2			San Fernando West District of San Fernando City Schools Division, Department of Education	15.023463	120.678909	true	medium
307614	Maimpis Integrated High School			2010	294	294	2	Central Luzon	Pampanga		San Fernando								San Fernando North District of San Fernando City Schools Division, Department of Education	15.068943	120.652893	true	medium
105918	Duat Elementary School			1960	128	154	1	Central Luzon	Pampanga	Bacolor						Bulaon Resettlement			Bacolor District of Pampanga Schools Division, Department of Education	15.083146	120.663116	true	medium
105927	Talba Elementary School			1960-06-01	353	399	1	Central Luzon	Pampanga	Bacolor									Bacolor District of Pampanga Schools Division, Department of Education	15.21991357	120.6103773	true	medium
300917	San Isidro National High School – Bacolor			1983-04-01	457	457	2-3	Central Luzon	Pampanga	Bacolor									Bacolor District of Pampanga Schools Division, Department of Education	15.038353	120.652534	true	medium
106053	San Pablo 2nd Elementary School			1939	902	1006	1	Central Luzon	Pampanga	Lubao							San Pablo 2nd		Lubao West District of Pampanga Schools Division, Department of Education	14.9222103	120.5391506	true	medium
306931	Bical High School			2010	394	394	2	Central Luzon	Pampanga	Mabalacat						Purok 3	Bical		Mabalacat East District of Mabalacat City Schools Division, Department of Education	15.193184	120.618401	true	medium
106094	San Gabriel Elementary School			1952	155	184	1	Central Luzon	Pampanga	Macabebe							San Gabriel		Macabebe East District of Pampanga Schools Division, Department of Education	14.91128	120.72039	true	medium
306938	Ayala School			2011	415	415	2-3	Central Luzon	Pampanga	Magalang						Rice Village			Magalang South District of Pampanga Schools Division, Department of Education	15.22901	120.702167	true	medium
306923	Sapang Kawayan High School			2007	163	163	2-3	Central Luzon	Pampanga	Masantol						Purok 2			Masantol District of Pampanga Schools Division, Department of Education	14.805619	120.685677	true	medium
306902	San Isidro National High School – San Jose Integrated			2002	241	241	2	Central Luzon	Pampanga	San Luis						Manena	San Jose		San Luis District of Pampanga Schools Division, Department of Education	15.001967	120.869545	true	medium
306914	San Nicolas Integrated School			2005	140	140	2-3	Central Luzon	Pampanga	San Luis						Camias Resettlement			San Luis District of Pampanga Schools Division, Department of Education	15.04255	120.795176	true	medium
321403	Balibago Primero Integrated School			2008	557	557	2-3	Central Luzon	Tarlac		Tarlac						Baras-baras		Tarlac North District of Tarlac City Schools Division, Department of Education	15.523819	120.623298	true	medium
106405	Lourdes Elementary School			2002	239	276	1	Central Luzon	Tarlac	Concepcion							Santa Rosa	Lourdes	Concepcion North District of Tarlac Schools Division, Department of Education	15.34014167	120.6890028	true	medium
106443	Abagon Elementary School			1926	274	331	1	Central Luzon	Tarlac	Gerona									Gerona North District of Tarlac Schools Division, Department of Education	15.610583	120.609106	true	medium
300964	Estipona National High School			1968	776	776	2-3	Central Luzon	Tarlac	Pura				Municipal Road					Pura District of Tarlac Schools Division, Department of Education	15.59002	120.638596	true	medium
301018	Paite-Balincaguing National High School			2001-06-01	128	128	2	Central Luzon	Zambales	San Felipe									San Felipe District of Zambales Schools Division, Department of Education	15.039664	120.128197	true	medium
117981	Viga Primary School			1931	36	44	0-1	Central Visayas	Bohol	Antequera									Antequera District of Bohol Schools Division, Department of Education	9.766094	123.929764	true	medium
312349	Danahaw Integrated School			2010	129	129	2	Central Visayas	Bohol	Clarin									Clarin District of Bohol Schools Division, Department of Education	9.916436	124.026888	true	medium
118258	Dao Elementary School			1950	163	192	0-1	Central Visayas	Bohol	Dauis									Dauis District of Bohol Schools Division, Department of Education	9.672719	123.87049	true	medium
118470	Triple Union Elementary School			1920	151	164	0-1	Central Visayas	Bohol	Loboc									Loboc District of Bohol Schools Division, Department of Education	9.6231	124.027448	true	medium
118501	Nagtubo Elementary School			1961	172	193	0-1	Central Visayas	Bohol	Loon									Loon South District of Bohol Schools Division, Department of Education	9.799833333	123.8438889	false	medium
312335	Basiao High School			1970	188	188	2-3	Central Visayas	Bohol	Pres. Carlos P. Garcia									Pres. C. P. Garcia District of Bohol Schools Division, Department of Education	10.071963	124.549405	false	medium
118803	Benliw Elementary School			1947	311	351	0-1	Central Visayas	Bohol	Ubay							Benliw		Ubay II (East) District of Bohol Schools Division, Department of Education	10.02388889	124.5083333	true	medium
312347	Tubog Integrated School			2010	270	270	2	Central Visayas	Bohol	Ubay									Ubay I (Northeast) District of Bohol Schools Division, Department of Education	10.043698	124.410675	false	medium
302932	Cayang National High School – Annex			1997	292	292	2	Central Visayas	Cebu		Bogo								Bogo I District of Bogo City Schools Division, Department of Education	11.042934	123.960232	true	medium
325001	City of Bogo Science and Arts Academy			2009-06-01	255	255	2	Central Visayas	Cebu		Bogo								Bogo I District of Bogo City Schools Division, Department of Education	11.03916371	124.0019909	true	medium
356059	Ocaña National High School – Kalangyawon Extension			2009	124	124	2-3	Central Visayas	Cebu		Carcar					Kalangyawon	Napo		Carcar II District of Carcar City Schools Division, Department of Education	10.067247	123.627106	true	medium
119905	Bulacao Community Elementary School			1940	2657	3006	0-1	Central Visayas	Cebu		Cebu					Villa Mangga	Bulacao		South District 7 Cebu City Schools Division, Department of Education	10.27592	123.849464	true	medium
119865	Basak Community Elementary School			1968	2867	3151	0-1	Central Visayas	Cebu		Cebu			Cabreros Street					South District 1 Cebu City Schools Division, Department of Education	10.293474	123.890625	true	medium
119893	Lahug Elementary School			1940	5669	6289	0-1	Central Visayas	Cebu		Cebu			Gorordo Avenue					North District 3 Cebu City Schools Division, Department of Education	10.32475731	123.8988078	true	medium
322007	Baliang National High School			2012-06-05	121	121	2	Central Visayas	Cebu		Danao						Baliang		South District Danao City Schools Division, Department of Education	10.504435	123.954521	true	medium
312704	Sudtonggan Night High School – Annex			2010	479	479	2	Central Visayas	Cebu		Lapu-Lapu						Sudtonggan		South District Lapu-lapu City Schools Division, Department of Education	10.28043	123.960802	true	medium
303173	Babag National Night High School Extension – Poblacion			1998	285	285	2	Central Visayas	Cebu		Lapu-Lapu			P. Rodriguez Street					West District Lapu-lapu City Schools Division, Department of Education	10.312063	123.950615	true	medium
120019	Tingub Elementary School			1999	570	637	0-1	Central Visayas	Cebu		Mandaue								West District Mandaue City Schools Division, Department of Education	10.335936	123.933237	true	medium
119517	Jaguimit Elementary School			1941	342	395	1	Central Visayas	Cebu		Naga								Naga II District of City of Naga, Cebu Schools Division, Department of Education	10.22752	123.707498	true	medium
120753	North City Central Elementary School			1968	1768	2033	1	Central Visayas	Cebu		Toledo			D. Macapagal Highway					West District Toledo City Schools Division, Department of Education	10.379443	123.641773	true	medium
118873	Bulalacao Elementary School			1998	182	201	1	Central Visayas	Cebu	Alcoy						Bulalacao	Nug-as		Alcoy District of Cebu Schools Division, Department of Education	9.727161	123.445473	true	medium
118883	Balha-an Primary School			1996	72	85	1	Central Visayas	Cebu	Alegria									Alegria District of Cebu Schools Division, Department of Education	9.80132	123.35929	true	medium
302985	Argao National High School			1994	1532	1532	2-3	Central Visayas	Cebu	Argao				San Miguel Street					Argao I District of Cebu Schools Division, Department of Education	9.885833333	123.5975	true	medium
118970	Baye Primary School			1940	95	112	1	Central Visayas	Cebu	Asturias							Baye		Asturias District of Cebu Schools Division, Department of Education	10.601415	123.822014	true	medium
118974	Guinabasan Elementary School		Guinabasan Primary School	1987	229	262	1	Central Visayas	Cebu	Asturias									Asturias District of Cebu Schools Division, Department of Education	10.629756	123.746811	true	medium
302948	Lamesa National High School – Annex			1995	401	401	2-3	Central Visayas	Cebu	Balamban							Lamesa	Lamesa	Balamban I District of Cebu Schools Division, Department of Education	10.520851	123.771889	true	medium
312438	Oboob Integrated School		Oboob Elementary School	2011	180	180	2-3	Central Visayas	Cebu	Bantayan							San Vicente		Bantayan I District of Cebu Schools Division, Department of Education	11.158129	123.743759	true	medium
303068	Patupat National High School			1983	404	404	2-3	Central Visayas	Cebu	Barili							Azucena		Barili II District of Cebu Schools Division, Department of Education	10.127175	123.521713	true	medium
119201	Santikan Elementary School			1962	79	100	0-1	Central Visayas	Cebu	Carmen							Liboro		Carmen District of Cebu Schools Division, Department of Education	10.593116	123.950157	true	medium
302973	Carmen National High School			1988	2607	2607	2-3	Central Visayas	Cebu	Carmen									Carmen District of Cebu Schools Division, Department of Education	10.594998	124.018414	true	medium
303053	Maya National High School			1983	658	658	2-3	Central Visayas	Cebu	Daanbantayan							Maya		Daanbantayan II District of Cebu Schools Division, Department of Education	11.273535	124.062248	true	medium
119276	Tinubdan Elementary School			1934	291	333	0-1	Central Visayas	Cebu	Daanbantayan							Tinubdan		Daanbantayan I District of Cebu Schools Division, Department of Education	6.1775	123.1583333	false	medium
119274	Paypay Elementary School			1931	394	449	0-1	Central Visayas	Cebu	Daanbantayan									Daanbantayan I District of Cebu Schools Division, Department of Education	11.21588889	123.9763611	true	medium
119324	Manangal Elementary School		Manangal Primary School	1995	102	112	0-1	Central Visayas	Cebu	Dalaguete									Dalaguete II District of Cebu Schools Division, Department of Education	9.779951	123.52462	true	medium
303025	Almacen-Torrevillas National High School			1998	626	626	2-3	Central Visayas	Cebu	Medellin							Lamintak Sur		Medellin District of Cebu Schools Division, Department of Education	11.091432	123.967293	true	medium
119526	Alo Elementary School			1945	258	297	0-1	Central Visayas	Cebu	Oslob							Alo		Oslob District of Cebu Schools Division, Department of Education	9.498241	123.402405	true	medium
119641	Consuelo Elementary School			1939	671	757	1	Central Visayas	Cebu	San Francisco									San Francisco District of Cebu Schools Division, Department of Education	10.631928	124.299828	true	medium
119676	Kinawahan Elementary School			1954	163	182	0-1	Central Visayas	Cebu	San Remigio									San Remegio II District of Cebu Schools Division, Department of Education	10.947565	123.921036	true	medium
303051	Mangyan National High School		Don Rubi Memorial Nh	1993	181	181	2-3	Central Visayas	Cebu	Sibonga							Mangyan		Sibonga District of Cebu Schools Division, Department of Education	10.074077	123.583221	true	medium
120104	San Vicente Elementary School			1969	229	264	1	Central Visayas	Negros Oriental		Bais								South District Bais City Schools Division, Department of Education	9.578230142	122.9215982	true	medium
303212	Bais City National High School			1969	2295	2295	2-3	Central Visayas	Negros Oriental		Bais			Tavera Street					North District Bais City Schools Division, Department of Education	9.590737109	123.1197155	true	medium
119939	West City Elementary School		West Central School	1932	3182	3524	1	Central Visayas	Negros Oriental		Dumaguete			Jose Pro Teves Street					West District Dumaguete City Schools Division, Department of Education	9.309203037	123.3039402	true	medium
119941	West City Science Elementary School			1999	187	212	1	Central Visayas	Negros Oriental		Dumaguete			Jose Pro Teves Street					West District Dumaguete City Schools Division, Department of Education	9.309663	123.304291	true	medium
120242	Calamba Central Elementary School			2002	493	558	0-1	Central Visayas	Negros Oriental		Guihulngan						Calamba		Guihulngan North District of Guihulngan City Schools Division, Department of Education	10.17378689	123.2581003	true	medium
120241	Calabaclabacan Elementary School			1950	362	401	0-1	Central Visayas	Negros Oriental		Guihulngan								Guihulngan North District of Guihulngan City Schools Division, Department of Education	10.26433664	123.2366787	true	medium
120557	Maralag Elementary School			2002	288	322	1	Central Visayas	Negros Oriental		Tanjay								North District Tanjay City Schools Division, Department of Education	9.5241111	123.1363977	true	medium
120032	Awa-an Elementary School			1965	199	235	0-1	Central Visayas	Negros Oriental	Ayungon									Ayungon District of Negros Oriental Schools Division, Department of Education	9.874007	123.146138	true	medium
120039	Carol-an Elementary School			1965	213	231	0-1	Central Visayas	Negros Oriental	Ayungon									Ayungon District of Negros Oriental Schools Division, Department of Education	9.855771	122.979305	true	medium
120060	Tumampon Elementary School			1996	114	128	0-1	Central Visayas	Negros Oriental	Ayungon								Tumampon	Ayungon District of Negros Oriental Schools Division, Department of Education	9.801508	123.124702	true	medium
120340	Baliw Elementary School		Baliw Primary School	1958	145	164	0-1	Central Visayas	Negros Oriental	Mabinay						Baliw	Bagtic		Mabinay II District of Negros Oriental Schools Division, Department of Education	9.715169	122.998418	true	medium
120397	Palay Elementary School			2001	247	267	0-1	Central Visayas	Negros Oriental	Manjuyod						Palay	Candabong		Manjuyod District of Negros Oriental Schools Division, Department of Education	9.715857	123.063301	true	medium
120390	Libjo Elementary School			1980	116	139	0-1	Central Visayas	Negros Oriental	Manjuyod									Manjuyod District of Negros Oriental Schools Division, Department of Education	9.696258	123.121956	true	medium
312905	Calicanan High School – Extension			2005	267	267	2-3	Central Visayas	Negros Oriental	Pamplona						Cansaway	Calicanan		Pamplona District of Negros Oriental Schools Division, Department of Education	9.4493	122.967715	true	medium
